,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
515,515,queen crab raw,25,0.3,0.096,0.027,0.1,0,0,5.2,0,15.6,0.2,22.8,0.093,0.032,0.001,0.082,0.063,0.7,0.024,0.059,2,0,0,0,7.4,0.2,0.7,13.9,0.082,37.6,49,0.033,0.8,15.607
516,516,whelk cooked,78,0.2,0.003,0.068,0.037,4.4,0,13.5,0,36.8,0.1,9.1,0.013,0.076,0.057,0.084,0.055,0.6,0.1,0.2,1.9,0,0,0,32,0.6,2.8,48.7,0.3,79.8,196.4,0.047,0.9,54.806
517,517,oyster cooked,41,1.2,0.3,0.2,0.4,2.5,0,4.7,0,25.0,0.066,16,0.082,0.099,0.005,0.007,0.1,0.9,0.2,0.043,3.2,0,0.2,0.047,4,0.7,2.3,11,0.3,60.8,75.5,0.064,8.3,17.971
518,518,eastern oyster cooked,8,0.2,0.073,0.004,0.018,0.7,0,0.7,0,3.7,0.038,8,0.090,0.020,0.086,0.099,0.012,0.2,0.083,0.023,0.6,0,0,0,5.5,0.1,0.8,3.2,0.081,11.3,14.9,0.011,4.4,8.598
519,519,blue mussels cooked,344,9,1.7,2,2.4,14.8,0,47.6,0,112.0,0.7,122.3,0.2,0.6,0.2,0.026,0.8,6,1.9,0.2,27.2,0,0,0,66,0.3,13.4,74,13.6,570,536,0.2,5.3,178.2
520,520,octopus raw,23,0.3,0.002,0.042,0.038,0.6,0,4.2,0,13.6,0.064,22.7,0.059,0.066,0.009,0.043,0.064,0.6,0.1,0.1,1.4,0,0.3,0.074,15,0.1,1.5,8.5,0.019,52.6,99.1,0.044,0.5,23.044
521,521,spiny lobster cooked,233,3.2,0.5,0.6,1.2,5.1,0,43,0,146.7,0.4,108.8,0.060,0.097,0.032,0.068,0.016,8,0.7,0.3,3.4,0,0,0,102.7,0.7,2.3,83.1,0.019,373.3,339,0.042,11.9,159.731
522,522,blue mussels raw,129,3.4,0.6,0.8,0.9,5.5,0,17.9,0,42.0,0.4,120.9,0.028,0.2,0.095,0.003,0.3,2.4,0.8,0.041,12,0,0.8,0.012,39,0.1,5.9,51,5.1,295.5,480,0.063,2.4,83.72
523,523,queen crab cooked,98,1.3,0.2,0.3,0.5,0,0,20.2,0,60.4,0.6,63.8,0.007,0.007,0.029,0.040,0.2,2.5,0.3,0.1,6.1,0,0,0,28.1,0.5,2.4,53.6,0.036,108.8,170,0.056,3.1,58.197
524,524,dungeness crab cooked,140,1.6,0.2,0.3,0.5,1.2,0,28.3,0,96.5,0.5,93.1,0.060,0.024,0.054,0.039,0.3,4.6,0.5,0.2,4.6,0,0,0,74.9,0.9,0.5,73.7,0.1,222.3,518.2,0.032,6.9,111.171
525,525,dungeness crab raw,140,1.6,0.2,0.3,0.5,1.2,0,28.4,0,96.2,0.5,129.1,0.026,0.033,0.086,0.017,0.3,5.1,0.6,0.2,5.7,0,0,0,75,1.1,0.6,73.4,0.1,296.7,577,0.022,7,112.564
527,527,shrimp raw,4,0.023,0.061,0.075,0.009,0.041,0,0.7,0,6.3,0.083,4.2,0.083,0.092,0.052,0.045,0.081,0.089,0.056,0.025,0,0.053,0.035,0.042,2.7,0.079,0.072,1.1,0.004,12.2,5.7,0.002,0.078,3.712
528,528,blue crab cooked,71,0.6,0.2,0.1,0.2,0,0,15.2,0,82.5,0.3,67.7,0.004,0.029,0.036,0.048,0.096,0.033,2.3,0.8,0.1,2.8,0,1.6,0.027,77.4,0.7,0.4,30.6,0.087,198.9,220.2,0.076,16.719
529,529,shrimp imitation,29,0.4,0.019,0.014,0.2,2.6,0,3.5,0,10.2,0.2,21.2,0.046,0.020,0.020,0.076,0.085,0.084,0.023,0.005,0,0,0,0,5.4,0.053,0.2,12.2,0.080,79.8,25.2,0.088,0.036,12.119
530,530,conch baked,165,1.5,0.5,0.4,0.3,2.2,0,33.4,0,82.6,0.2,88.1,0.099,0.069,0.2,0.088,0.1,1.3,0,0.095,0,0,8,0.016,124.5,0.6,1.8,302.3,0,275.6,207,0.007,2.2,163.446
531,531,squid raw,26,0.4,0.1,0.094,0.1,0.9,0,4.4,0,65.9,0.090,22.2,0.077,0.014,0.043,0.027,0.1,0.6,0.1,0.033,1.3,0,0.3,0,9.1,0.5,0.2,9.3,0.048,62.5,69.6,0.088,0.4,16.386
532,532,scallop raw,10,0.091,0.089,0.026,0.005,0.5,0,1.8,0,3.6,0.057,12.4,0.084,0.031,0.035,0.095,0.015,0.1,0.098,0.049,0,0,0,0,0.9,0.081,0.068,3.3,0.069,50.1,30.8,0.098,0.1,3.417
533,533,lobster raw,116,1.1,0.3,0.3,0.4,0,0,24.8,0,190.5,0.6,121.4,0.092,0.025,0.033,0.005,0.086,2.4,2.2,0.2,0,0,1.3,0,126,2,0.4,57,0.022,241.5,300,0.047,5.3,152.362
534,534,scallop imitation,28,0.1,0.065,0.085,0.098,3,0,3.6,0,6.2,0.2,20.9,0.008,0.079,0.046,0.040,0.017,0.091,0.090,0.045,0,0,0,0,2.3,0.067,0.058,12.2,0.034,79.8,29.1,0.095,0.019,9.105
535,535,blue crab raw,18,0.2,0.067,0.048,0.063,0.018,0,3.8,0,16.4,0.079,16.6,0.069,0.098,0.082,0.009,0.021,0.6,0.079,0.073,0.6,0,0,0,18.7,0.1,0.2,7.1,0.019,48.1,69.1,0.070,0.7,23.615
536,536,whelk raw,39,0.1,0.096,0.067,0.005,2.2,0,6.7,0,18.4,0.073,18.7,0.043,0.089,0.027,0.021,0.088,0.3,0.037,0.097,1.1,0,0.013,0.028,16.1,0.3,1.4,24.3,0.1,39.9,98.2,0.011,0.5,27.678
537,537,spiny lobster raw,234,3.2,0.5,0.6,1.2,5.1,0,43.1,0,146.3,0.4,154.8,0.025,0.071,0.094,0.008,0.043,8.9,0.7,0.3,4.2,0,0,0,102.4,0.8,2.5,83.6,0.033,497.4,376.2,0.055,11.9,160.501
538,538,clams canned,227,2.5,0.5,0.3,0.5,9.4,0,38.8,0,80.0,0.2,104.4,0.2,0.031,0.099,0.010,0.1,0.9,0.4,0.071,0,0.063,1.8,0.037,104,0.1,4.3,51.2,0.2,523.2,1004.80,0.089,1.3,159.2
539,539,lobster cooked,134,1.3,0.3,0.4,0.5,0,0,28.5,0,219.0,0.7,117.2,0.077,0.074,0.077,0.071,0.099,0.031,2.7,2.5,0.2,0,0,1.5,0,144,2.3,0.4,64.5,0.049,277.5,345,0.1,32.314
540,540,eastern oyster fried,29,1.8,0.5,0.7,0.5,1.7,0,1.3,0,10.4,0.015,9.4,0,0.026,0.003,0.016,0.084,0.2,0.081,0.007,0.6,0,0,0,9.1,0.6,1,8.5,0.063,23.2,35.6,0.092,12.7,15.5
541,541,clams raw,195,2.2,0.4,0.3,0.4,8.1,0,33.3,0,68.1,1.4,179.3,0.2,0.098,0.095,0.064,0.001,0.8,0.3,0.000,0,0,1.5,0.032,88.5,0.1,3.7,43.1,0.2,449.5,104.4,0.041,1.2,136.0
542,542,octopus cooked,139,1.8,0.4,0.3,0.4,3.7,0,25.3,0,81.6,0.4,51.4,0.090,0.075,0.016,0.031,0.079,3.2,0.8,0.6,6.8,0,1,0.088,90.1,0.6,8.1,51,0.013,237.2,535.5,0.054,2.9,135.853
543,543,eastern oyster raw,8,0.2,0.000,0.087,0.091,0.8,0,0.7,0,3.5,0.021,12.1,0.069,0.086,0.013,0.095,0.012,0.2,0.076,0.077,0.7,0,0,0,6.2,0.1,0.8,4.6,0.028,13,17.4,0.065,5.3,9.448
545,545,sturgeon smoked,49,1.2,0.3,0.7,0.1,0,0,8.8,0,22.6,0.2,17.7,0.020,0.026,0.006,0.011,0.078,3.1,0.3,0.090,0,0.048,0.1,0.022,4.8,0.060,0.3,13.3,0.042,79.5,107.3,0.077,0.2,15.175
546,546,chinook salmon smoked,159,5.9,1.3,2.8,1.4,0,0,24.9,0,31.3,1.1,97.9,0.019,0.010,0.019,0.007,0.1,6.4,1.2,0.4,0,0.090,1.8,0.039,15,0.3,1.2,24.5,0.055,223,238,0.027,0.4,47.038
547,547,cisco smoked,50,3.4,0.5,1.6,0.6,0,0,4.6,0,9.1,0.1,19.8,0.050,0.079,0.031,0.040,0.000,0.7,0.009,0.080,0,0.047,0.098,0.094,7.4,0.015,0.1,4.8,0.047,42.5,82.9,0.050,0.076,15.576
548,548,haddock smoked,33,0.3,0.049,0.006,0.055,0,0,7.1,0,21.8,0.2,20.2,0.087,0.050,0.079,0.080,0.094,1.4,0.094,0.1,0,0.074,0.2,0.078,13.9,0.001,0.4,15.3,0.075,71,117.4,0.063,0.1,21.719
549,549,whitefish smoked,147,1.3,0.3,0.4,0.4,0,0,31.8,0,44.9,1.4,96.3,0.086,0.080,0.082,0.017,0.1,3.3,0.1,0.5,0,0.078,0.3,0.097,24.5,0.4,0.7,31.3,0.091,179.5,575.3,0.030,0.7,58.398
550,550,red salmon sockeye filets smoked,373,12.3,2.8,4.3,3.7,0,0,65.5,0,167.4,0.065,25.8,0.047,0.5,0.078,0.088,0.6,24.6,3,0.9,0,0,1.3,0,62.6,0.2,1.1,62.6,0.048,702,1036.80,0.026,1.2,141.587
